session,headline,bar_ix
498,Volval Devices enters joint venture with a multinational manufacturer,20
498,Volval Devices begins scheduled maintenance of process automation systems,22
498,Prynis Systems confirms participation in Emerging Markets Forum,23
498,Volval Devices launches next-generation cloud infrastructure platform,29
498,Brevep Systems misses quarterly revenue estimates by 25%,37
498,Brevep Systems wins industry award for excellence in wireless connectivity,43
498,Prynis Systems withdraws from Central Europe market citing unfavorable conditions,46
498,Volval Devices launches next-generation data analytics platform,47
499,Halvax Networks loses key contract in Southeast Asia to competitor,4
499,Halvax Networks sees mixed results in wireless connectivity pilot program,6
499,Brevon Microchips announces significant capital expenditure plan for North America,13
499,Halvax Networks files routine patent applications in cloud infrastructure,19
499,Halvax Networks to present at Annual Industry Forum,25
499,Yorven Labs sees 18% drop in new customer orders this quarter,31
499,Brevon Microchips completes strategic acquisition to strengthen wireless connectivity,32
499,Brevon Microchips explores strategic alternatives for process automation unit,46
500,Calvos Genomics completes strategic acquisition to strengthen automated logistics,8
500,Jorvix Diagnostics confirms participation in Capital Markets Day,10
500,Krevum Pharmaceuticals secures $500M contract with a global retailer,15
500,Jorvix Diagnostics misses quarterly revenue estimates by 20%,25
500,Orevex Renewables warns of supply chain disruptions affecting Central Europe operations,32
500,Calvos Genomics reports rising costs pressuring margins in process automation,39
500,Krevum Pharmaceuticals reports 18% increase in customer acquisition,47
500,Calvos Genomics secures $180M contract with a global retailer,47
501,Relvan Software secures $400M contract with a leading cloud platform,2
501,"Yorvov Pharmaceuticals reports record quarterly revenue, up 20% year-over-year",8
501,Relvan Software faces regulatory review of data analytics practices,9
501,Relvan Software recalls products in cloud infrastructure line due to quality concerns,10
501,Yorvov Pharmaceuticals to host investor day focused on enterprise software strategy,12
501,Yorvov Pharmaceuticals completes planned facility upgrade in North America,12
501,Yorvov Pharmaceuticals reports rising costs pressuring margins in enterprise software,21
501,Relvan Software sees 3% margin improvement in latest quarter,33
501,Prynis Systems faces class action over renewable storage service disruption,43
501,Prynis Systems sees 8% drop in new customer orders this quarter,48
502,Pleven Trading Co secures $50M contract with a national infrastructure agency,17
502,Pleven Trading Co secures $50M contract with a national infrastructure agency,27
502,Pleven Trading Co to present at Corporate Strategy Symposium,28
502,Ixenis Outlets secures $800M contract with a national infrastructure agency,35
503,Grevon Biotech sees 10% margin improvement in latest quarter,15
503,Talvep Computing secures $400M contract with an international consortium,17
503,Yorvov Pharmaceuticals announces breakthrough in renewable storage,19
503,Yorvov Pharmaceuticals reports 7% increase in customer acquisition,21
503,Frelis Genomics sees mixed results in wireless connectivity pilot program,25
503,Talvep Computing announces $0.8B share buyback program,29
503,Talvep Computing announces $0.8B share buyback program,31
503,Yorvov Pharmaceuticals faces regulatory review of enterprise software practices,31
503,Grevon Biotech secures $250M contract with a leading cloud platform,35
503,Yorvov Pharmaceuticals loses key contract in Europe to competitor,41
503,Talvep Computing CEO addresses investor concerns in open letter,47
504,Jorvis Fuels names new head of digital payments division,19
504,Nerven Grid warns of supply chain disruptions affecting Latin America operations,21
504,Kelvos Resources wins industry award for excellence in process automation,34
504,Jorvis Fuels to host investor day focused on automated logistics strategy,38
504,Jorvis Fuels files routine patent applications in process automation,43
505,"Calvos Genomics reports strong demand in Scandinavia, raises outlook",1
505,Calvos Genomics secures $50M contract with a global retailer,2
505,Calvos Genomics names new head of digital payments division,3
505,Calvis Sciences delays product launch in data analytics segment,3
505,Calvos Genomics announces $1.2B share buyback program,4
505,Wyrnik Sciences secures $75M contract with a top-tier research institute,5
505,Calvos Genomics secures $180M contract with a multinational manufacturer,6
505,Grevon Biotech announces breakthrough in renewable storage,13
505,Calvos Genomics completes planned facility upgrade in North America,15
505,Calvos Genomics opens new office in Central Europe,16
505,Wyrnik Sciences names new head of digital payments division,17
505,Calvis Sciences announces significant capital expenditure plan for Middle East,19
505,Wyrnik Sciences to present at Tech Leadership Conference,20
505,Grevon Biotech explores strategic alternatives for wireless connectivity unit,21
505,Calvis Sciences reports 5% increase in customer acquisition,27
505,Grevon Biotech lowers full-year guidance amid softening demand,31
505,Calvos Genomics reports 12% decline in operating income,35
505,Calvis Sciences raises full-year guidance citing robust demand,36
505,Wyrnik Sciences secures $500M contract with a global retailer,37
505,Calvis Sciences sees mixed results in enterprise software pilot program,41
506,Orevar Marketplace withdraws from North America market citing unfavorable conditions,9
506,Frelex Outlets to present at Corporate Strategy Symposium,15
506,Plevum Partners secures $75M contract with a top-tier research institute,20
506,Frelex Outlets completes strategic acquisition to strengthen data analytics,22
506,Halvav Brands secures $120M contract with a top-tier research institute,36
506,Frelex Outlets names new head of supply chain optimization division,40
506,Orevar Marketplace Chief Strategy Officer addresses investor concerns in open letter,44
507,Zrovex Industries withdraws from Middle East market citing unfavorable conditions,5
507,Zrovex Industries secures $320M contract with a multinational manufacturer,10
507,Strynal Industries sees mixed results in cloud infrastructure pilot program,19
507,Nolvis Devices misses quarterly revenue estimates by 8%,30
507,Kelvos Resources revises long-term strategy with focus on data analytics,33
507,Zrovex Industries signs multi-year partnership with a global retailer,35
508,Frelol Software files routine patent applications in digital payments,0
508,Jovor Networks secures $400M contract with a top-tier research institute,7
508,Jovor Networks announces $5.7B share buyback program,20
508,Jovor Networks sees 10% drop in new customer orders this quarter,32
508,Frelol Software completes strategic acquisition to strengthen renewable storage,36
508,Frelol Software files for regulatory approval of new renewable storage offering,44
508,Relvan Software secures $50M contract with a major logistics provider,47
508,Jovor Networks secures $650M contract with a major logistics provider,49
509,Jorvyl Securities wins industry award for excellence in automated logistics,3
509,"Jorvyl Securities reports record quarterly revenue, up 12% year-over-year",11
509,Orevar Marketplace expands operations into Middle East markets,12
509,Yorval Partners completes planned facility upgrade in North America,15
509,Yorval Partners sees mixed results in process automation pilot program,19
